22,1,4,2,3,1
23,1,4,2,3,1
26,1,4,2,3,1
32,1,4,2,3,1
43,1,4,2,3,1
46,1,4,2,3,1
68,1,4,2,3,1
82,1,4,2,3,1
92,1,4,2,3,1
96,1,4,2,3,1
130,1,4,2,3,1
166,1,4,2,3,1
172,1,4,2,3,1
180,1,4,2,3,1
197,1,4,2,3,1
217,1,4,2,3,1
219,1,4,2,3,1
230,1,4,2,3,1
245,1,4,2,3,1
248,1,4,2,3,1
278,1,4,2,3,1
288,1,4,2,3,1
322,1,4,2,3,1
323,1,4,2,3,1
328,1,4,2,3,1
341,1,4,2,3,1
345,1,4,2,3,1
354,1,4,2,3,1
359,1,4,2,3,1
408,1,4,2,3,1
427,1,4,2,3,1
439,1,4,2,3,1
441,1,4,2,3,1
445,1,4,2,3,1
465,1,4,2,3,1
515,1,4,2,3,1
560,1,4,2,3,1
561,1,4,2,3,1
563,1,4,2,3,1
578,1,4,2,3,1
590,1,4,2,3,1
600,1,4,2,3,1
609,1,4,2,3,1
617,1,4,2,3,1
645,1,4,2,3,1
648,1,4,2,3,1
690,1,4,2,3,1
693,1,4,2,3,1
694,1,4,2,3,1
711,1,4,2,2,1
725,1,4,2,3,1
738,1,4,2,3,1
763,1,4,2,1,1
783,1,4,2,3,1
816,1,4,2,3,1
824,1,4,2,3,1
827,1,4,2,3,1
835,1,4,2,3,1
841,1,4,2,3,1
851,1,4,2,3,1
852,1,4,2,3,1
879,1,4,2,3,1
887,1,4,2,2,1
902,1,4,2,3,1
916,1,4,2,3,1
917,1,4,2,3,1
937,1,4,2,3,1
942,1,4,2,3,1
947,1,4,2,3,1
964,1,4,2,3,1
983,1,4,2,3,1
994,1,4,2,3,1
1000,1,4,2,3,1
1012,1,4,2,2,1
1029,1,4,2,3,1
1034,1,4,2,3,1
1039,1,4,2,3,1
1040,1,4,2,3,1
1041,1,4,2,2,1
1053,1,4,2,3,1
1055,1,4,2,3,1
1056,1,4,2,3,1
1068,1,4,2,3,1
1089,1,4,2,3,1
1116,1,4,2,3,1
1129,1,4,2,3,1
1142,1,4,2,3,1
1175,1,4,2,3,1
1177,1,4,2,3,1
