738,1,1,1,1
737,1,1,1,1
631,1,1,1,1
736,1,1,1,1
730,1,1,1,1
728,1,1,1,1
727,1,1,1,0.5
341,0,0,0,0
529,0,0,0,0
420,0,0,0,0
714,1,1,1,1
629,1,1,1,1
638,1,1,1,1
682,0,0,0,0
599,0,0,0,0
587,0,0,0,0
627,1,1,1,1
669,1,1,1,1
641,1,1,1,0.5
575,0,0,0,0
594,0,0,0,0
294,0,0,0,0
667,0,0,0,0
663,1,1,1,1
668,0,0,0,0
474,0,0,0,0
717,1,1,1,1
626,1,1,1,1
551,0,0,0,0
709,1,1,1,1
552,0,0,0,0
431,0,0,0,0
680,1,1,1,1
621,0,0,0,0
590,0,0,0,0
579,0,0,0,0
