16,0,0,0
22,0.5,1,0.5
37,0.5,1,0.75
47,0.5,1,0.75
50,0.5,1,0.75
60,0.5,1,0.5
61,0.5,1,0.5
64,0.5,1,0.75
67,0.5,1,0.75
68,0.5,1,0.75
79,0.5,1,0.75
82,0.5,1,0.75
88,0.5,1,0.5
94,0.5,1,0.75
96,0.5,1,0.75
97,0.5,1,0.75
101,0.5,0,0.75
102,0.5,1,0.75
104,0.5,1,0.75
107,0.5,1,0.75
112,0.5,1,0.5
118,0,0,0
119,0,0,0
123,0,0,0
138,0,0,0
141,0,0,0
148,0,0,0
151,0,0,0
153,0,0,0
160,0,0,0
170,0,0,0
179,0,0,0
180,0,0,0
190,0,0,0
196,0,0,0
198,0,0,0
